title,description,season,episode,episode_title,content,genre
,,2,1,에비스 재등장! ‘파렴치’는 제가 용서 못합니다!,"중급닌자 시험 본선까지 한 달의 수련 기간이 주어진 뒤, 나루토는 병원에 있는 사스케를 찾아가 카카시에게 자신도 함께 수련을 받고 싶다고 말하려 한다. 카카시는 이미 사스케를 따로 지도할 계획이 있었지만, 나루토에게는 자신보다 더 알맞은 스승을 붙여 주겠다고 말하며, 상급 교관 에비스를 새 담당 교관으로 소개한다. 나루토는 예전에 ‘하렘의 술’로 에비스를 날려 보낸 일을 떠올리며 반발하지만, 에비스는 그 이야기를 들키지 않으려고 얼른 나루토의 입을 막고, 대신 라멘을 사 주겠다며 회피한다. 병원 밖으로 나온 뒤 에비스는 나루토에게 “만약 나에게서 도망칠 수 있으면 지도 교관 자리에서 물러나겠다”고 제안하고, 나루토는 카카시에게로 돌아가겠다는 생각으로 바로 승부를 받아들인다. 나루토는 변신술로 광고판의 여자 그림으로 변신하거나, 그림자 분신들을 여러 방향으로 흩어 보내는 등 다양한 수단으로 도망치려 하지만, 에비스는 추적 실력과 자신의 분신술을 활용해 하나씩 분신들을 처리하고 결국 진짜 나루토를 찾아낸다. 추격전이 끝난 뒤 에비스는 나루토를 일락 라멘으로 데려가 라멘을 사 주며, 나루토의 차크라 사용 습관을 설명해 준다. 사쿠라는 필요한 만큼의 차크라만 쓰고, 사스케는 그보다 조금 더 쓰지만, 나루토는 너무 많은 차크라를 한 번에 쏟아 붓기 때문에 기본 술법의 완성도가 떨어진다는 점을 짚어 주고, 그럼에도 불구하고 나루토가 고난도 술법을 억지로라도 쓰는 것은 몸 안에 봉인된 구미의 힘 덕분이라고 말한다. 이후 두 사람은 온천이 있는 마을의 수면 위에서 ‘수면 걷기 수련’을 시작하고, 나루토는 여러 번 물에 빠져가며 감각을 익혀 나간다. 그러던 중 에비스는 여자 탈의실 쪽을 훔쳐보는 하얀 머리의 남자를 발견하고, 풍기 문란이라며 달려가 제압하려 하지만, 남자는 소환한 두꺼비를 이용해 단 한 번에 에비스를 쓰러뜨린다. 나루토는 자신을 지도하던 엘리트 교관이 순식간에 쓰러지는 장면을 보고 놀라워하며, 수수께끼의 백발 남자에게 눈길을 돌린다.",
,,2,2,이봐 잠깐! 에로선인 등장!,"에피소드 1에서 쓰러진 에비스를 나루토가 깨우려 하지만, 에비스는 의식을 회복하지 못한 상태로 그대로 쓰러져 있다. 나루토는 에비스를 한 방에 쓰러뜨린 백발의 남자에게 정체를 묻고, 남자는 자신을 묘봉산의 두꺼비 선인이며, ‘이차이차’ 시리즈의 작가라고 소개한다. 나루토는 그 책이 카카시가 늘 읽는 소설이라는 것을 떠올리고, 남자를 ‘에로선인’이라고 부르며 에비스 대신 자신을 가르쳐 달라고 조른다. 남자는 처음엔 귀찮다며 거절하고 자리를 떠나지만, 나루토는 그 뒤를 계속 쫓아다닌다. 나루토가 다시 따라붙었을 때, 남자는 변신술과 항아리를 이용해 나루토를 항아리 안에 가두고 도망가지만, 나루토는 탈출해 또다시 남자를 찾아낸다. 이번엔 남자가 여자들에게 작업을 걸다 뺨을 맞고 쫓겨나는 장면을 목격하게 되고, 나루토와 남자는 다시 마주친다. 남자는 나루토에게 “통통하고 글래머러스한 과일”을 데려오면 가르쳐 주겠다고 말하는데, 말을 그대로 받아들인 나루토는 나중에 수박을 가져와 보여 준다. 남자는 그 뜻이 “섹시한 여자”를 뜻하는 거라고 설명하고, 나루토는 대신 ‘섹시술’을 사용해 여자로 변신해 보인다. 남자는 그 모습에 감탄하며, 계속 그 모습으로 있을 수 있다면 가르쳐 주겠다고 농담하지만, 나루토가 반발하자 장난이었다고 털어놓는다. 결국 남자는 나루토의 수련을 봐 주기로 하고, 나루토는 다시 물 위 걷기 연습을 시작한다. 초반에는 여전히 빠져들지만, 남자가 지켜보는 가운데 나루토는 점점 수면 위에 서는 데 성공해 나간다. 남자는 나루토 몸 안의 봉인과 차크라를 살펴보고, 나루토의 봉인이 4대 호카게의 작품이며, 그 위에 오로치마루가 5행 봉인을 덧씌워 차크라 흐름을 방해하고 있음을 눈치챈다. 남자는 나루토에게 들키지 않게 다가가 5행 봉인을 해제하고, 그 순간부터 나루토는 훨씬 안정적으로 물 위에 설 수 있게 된다. 밤이 되자 남자는 훈련을 그만하고 온천으로 가자고 하고, 그 사이 에비스는 남자의 정체가 전설의 산닌 중 한 명인 지라이야라는 사실을 떠올리고, 그를 찾아와 오로치마루를 막을 수 있는 사람이라며 도움을 요청한다.",
,,2,3,에로선인 직접전수 소환술이라구!!,"나루토가 자는 사이, 에비스는 지라이야와 이야기를 나누며 나루토의 지도 역할을 정식으로 맡아 달라고 부탁하고, 지라이야는 이를 받아들인다. 한편 밤의 키쿄 성 근처에서는 가아라가 달빛 아래 석상 위에 앉아 있고, 그를 노리고 음음 마을의 도스가 몰래 접근한다. 도스는 사스케와의 본선 대결을 위해 같은 동맹국인 사막 마을의 가아라를 여기서 제거하려는 계획을 말하지만, 가아라는 “그”가 피를 갈망한다는 말을 남기며 모래와 함께 괴물 같은 모습으로 변해 도스를 덮친다. 도스는 비명을 지르며 사라지고, 가아라는 다시 원래 모습으로 돌아온다. 이 장면을 멀리서 선인인 바키와 카부토가 지켜보고, 바키는 사막 마을과 음음 마을이 함께 코노하를 공격할 계획인데 아군인 음음 닌자가 살해된 것이 문제가 되지 않겠냐고 묻는다. 카부토는 도스 일행은 어차피 오로치마루에게서 시험용 도구 취급을 받던 존재라 문제 없다고 말하고, 두 사람은 코노하 침공 작전인 ‘코노하 붕괴’ 계획에 대해 간략히 정리한다. 그 대화를 우연히 듣고 있던 하야테는 기척을 감추고 빠져나가려고 하지만, 바키가 길을 막으며 싸움이 벌어진다. 하야테는 월광삼단참을 사용해 바키를 공격하지만, 바키는 바람의 칼날인 풍참을 사용해 하야테를 쓰러뜨리고, 하야테는 그 자리에서 목숨을 잃는다. 다음 날 아침, 나루토는 지라이야와 함께 강가로 나가 새로운 술법을 배우려 하지만, 지라이야는 먼저 나루토가 몸 안의 붉은 차크라, 즉 구미의 차크라를 끌어낼 수 있어야 한다고 설명한다. 나루토는 평소처럼 구미의 힘을 마음대로 꺼내 쓰지 못하자, 지라이야는 파란 차크라를 먼저 전부 소모해서 붉은 차크라를 끌어올 수 있게 하자는 방법을 제시하고, 나루토는 그림자 분신술과 다중 그림자 분신술을 연속으로 사용해 자신의 차크라를 극한까지 써 버리는 훈련을 시작한다. 이 에피소드 후반부는 나루토가 지라이야의 감독 아래 계속 분신을 만들어 터뜨리며 힘을 소진해 나가는 장면과, 그 사이에 코노하 붕괴를 준비하는 적들의 움직임이 교차되면서 마무리된다.",
,,2,4,"간절한 마음, 소원을 담은 꽃 한 송이","지라이야와 함께 소환술 수련을 이어가는 나루토는 계속해서 손가락에 피를 묻혀 계약 두루마리에 이름을 쓰고 인을 맺은 뒤, 소환술을 시전하지만, 제대로 된 두꺼비는 나오지 않고 작은 올챙이나 꼬리가 조금 난 올챙이만 불러낸다. 지라이야는 나루토의 끈기 자체는 인정하면서도, 아직 구미의 차크라를 충분히 끌어내지 못하고 있다고 보고 훈련을 계속 시킨다. 한편, 코노하에서는 사루토비 히루젠이 상급 닌자들을 모아 회의를 열고, 키쿄 성 근처에서 발견된 하야테의 시체와 오로치마루의 개입 가능성에 대해 논의한다. 호카게는 오로치마루가 코노하를 노리고 있는 것은 분명하지만, 어디서 어떻게 공격해 올지 정보가 부족하다고 말하며, 적이 침입하더라도 마을의 닌자들이 힘을 합쳐 막아낼 것이라고 전한다. 다른 장면에서는 사쿠라가 방에서 사스케를 걱정하며 생각에 잠겨 있다가, 야마나카 꽃집으로 꽃을 사러 간다. 가게를 보고 있던 이노는 사쿠라가 사스케를 위해 꽃을 사러 왔다는 것을 금방 눈치채고, 자기도 같이 병원에 가겠다며 따라나선다. 이노는 장미를, 사쿠라는 수선화 두 송이를 고르는데, 한 송이는 사스케에게, 다른 한 송이는 중상을 입은 리에게 줄 꽃으로 정한다. 둘이 병원으로 가는 길에, 우연히 초지와 아스마, 시카마루가 함께 고기를 먹으며 수련 이야기를 하는 모습을 창문 너머로 보게 되고, 아스마가 매일 시카마루를 훈련시키는 대가로 초지에게 고기를 사 주고 있다는 사실이 드러난다. 또 다른 장소에서는 네지가 텐텐과 함께 숲에서 수련을 하다가 과도한 차크라 사용으로 잠시 쓰러지고, 쿠레나이 팀도 시노의 경기를 대비해 숲에서 수련을 계속한다. 사막 마을의 세 남매와 바키 역시 비밀리에 모여 코노하 침공 계획을 다시 한 번 확인한다. 다시 수련장으로 돌아가면, 나루토는 여전히 올챙이만 소환해 내고, 지라이야는 옆에서 여자들이 물놀이하는 폭포를 훔쳐보며 시간을 보낸다. 한편 병원에 도착한 사쿠라와 이노는 간호사에게 면회 시간을 잠시 허락받지만, 사스케의 병실에 들어가 보니 침대와 옷가지가 텅 비어 있고, 사스케가 이미 병원을 떠났음을 알게 된다. 다른 곳에서는 카카시가 절벽을 맨손으로 기어 올라가는 수련을 하고 있고, 추락 위기에서 첫 번째 문을 열어 절벽을 끝까지 오른 뒤, 그 위에서 이미 기다리고 있던 사스케와 마주 선다.",
,,2,5,죽느냐 사느냐!? 비기전수는 목숨을 걸고!,"나루토는 계속해서 소환술을 시전해 작은 두꺼비를 불러내지만, 차크라 소모가 심해 금방 지쳐 쓰러지고, 지라이야는 그런 나루토의 끈기를 보며 속으로 평가한다. 그 무렵 코노하에서는 3대 호카게가 안코와 대화를 나누며, 오로치마루에 맞설 수 있는 인물이 마을에 없다는 이야기를 꺼낸다. 안코가 4대 호카게를 언급하지만, 3대는 이미 죽은 사람이라며, 지금 살아 있는 닌자들의 힘으로 맞서야 한다고 말한다. 다시 지라이야와 나루토에게로 돌아오면, 지라이야는 나루토를 깨워 함께 온천에 가서 목욕을 하고, 이어 일락 라멘으로 가서 나루토에게 마음껏 먹으라고 한다. 나루토가 정말 배불리 먹자, 지라이야는 “마지막 식사라 생각하고 먹으라”고 말해 놓고 계산대 앞에서 슬쩍 빠져나가 버려, 나루토가 계산을 대신 치르게 만든다. 나루토가 지라이야를 다시 찾아와 따지자, 지라이야는 “좋아하는 여자에게 안겨 보라”는 이상한 조언을 하고, 나루토는 그대로 사쿠라에게 안기려다 얻어맞는다. 이후 지라이야는 나루토를 좀 더 극단적인 방식으로 훈련시키기로 하고, 나루토를 기절시킨 뒤 깊은 협곡이 있는 절벽 위로 데려간다. 나루토가 눈을 뜨자마자 지라이야는 아무 설명도 없이 나루토를 절벽 아래로 떨어뜨리고, 나루토는 추락하면서 본능적으로 몸 안의 힘을 끌어내려 애쓴다. 그와 동시에, 호카게 암석 아래의 아카데미 교실에서는 이루카가 아이들에게 역대 호카게의 역사와 업적을 가르치고, 3대 호카게가 교실을 찾아와 아이들에게 “지켜야 할 소중한 사람들”에 대해 이야기해 준다. 아이들이 “선생님의 소중한 사람은 누구냐”고 묻자, 3대는 손자 코노하마루와 마을 사람들 모두가 자신의 소중한 이들이라고 답한다. 다시 추락 중인 나루토의 의식 속에서는 거대한 철창과 물이 가득한 공간이 나타나고, 철창 너머에 갇혀 있는 구미가 처음으로 모습을 드러낸다. 구미는 나루토에게 적대적인 말투로 말을 걸지만, 자신이 죽으면 나루토도 같이 죽는다는 사실 때문에 최소한의 협력을 해 주기로 하고, 철창 사이로 붉은 차크라를 흘려보낸다. 나루토는 그 힘을 받아 몸에 붉은 기운을 두르고, 소환술을 발동해 거대한 두꺼비를 끌어내어 추락을 멈추고 목숨을 건진다. 에피소드는 절벽 아래에서 거대한 두꺼비 위에 서 있는 나루토의 모습이 비쳐지며 끝난다.",
,,2,6,날았노라! 뛰었노라! 숨었노라! 두꺼비 두목등장!!,"칸쿠로와 미스미의 경기가 끝난 뒤, 네 번째 대진으로 사쿠라와 이노의 싸움이 발표된다. 두 사람은 예전부터 같은 반이었고 사스케를 좋아한다는 공통점 때문에 친구에서 라이벌이 된 사이라는 설명이 주변 대화와 회상으로 드러난다. 경기장에 내려온 두 사람은 먼저 말다툼을 하며 서로의 감정을 드러낸 뒤, 동시에 기본 체술 자세를 취하고 싸움을 시작한다. 사쿠라와 이노는 주먹과 발차기를 주고받으며 근거리에서 공방을 이어가고, 수리검과 쿠나이도 섞어 쓰면서 서로의 실력을 떠본다. 겉으로 보기에는 비슷한 수준으로 공격과 방어가 오가는 팽팽한 싸움이다. 싸움 중간중간 두 사람의 과거 장면이 회상으로 나와, 어린 시절 얼굴 콤플렉스 때문에 자신감이 없던 사쿠라에게 이노가 먼저 다가와 말을 걸고, 리본을 선물하며 친구가 되었던 일, 그러다 사스케를 좋아한다는 사실을 서로 알게 되면서 사쿠라가 스스로 이노와의 우정을 끊고 라이벌이 되기로 한 과정이 그려진다. 현재로 돌아와 다시 싸움이 이어지고, 말뿐인 신경전이 아니라 진짜로 서로를 이기기 위한 승부가 되기 시작하면서, 두 사람은 이마 보호대를 머리에 제대로 착용하고 “이제부터 진심으로 싸우겠다”는 듯 서로를 향해 돌진하며 에피소드는 끝난다.",
,,2,7,소리없이 다가오는 마의 손! 노려진 병실,"사쿠라와 이노의 대결이 본격적으로 계속된다. 둘은 체술과 기본 인술을 섞어가며 근거리에서 공방을 주고받고, 서로 분신술과 대체술을 활용해 빈틈을 노린다. 싸움이 길어지자 두 사람의 호흡은 거칠어지고, 체력과 차크라도 조금씩 줄어들지만, 어느 쪽도 쉽게 물러서지 않는다. 전투 도중 사쿠라는 길게 기른 머리카락이 잡히면 위험하다고 판단해 스스로 머리카락을 잘라 버리고, 바닥에는 잘려 나간 머리카락이 흩어진다. 이노는 그 잘려진 머리카락 일부를 집어 자신의 차크라를 흘려보내 실처럼 사용해, 사쿠라가 움직이는 방향과 위치를 읽는 보조 수단으로 삼는다. 곧 이노는 승부를 끝내기 위해 비장의 술법인 심전신술(마음전환술)을 사용한다. 순간적인 틈을 노려 술법을 발동한 이노는 사쿠라의 몸 안으로 들어가 몸의 주도권을 빼앗는 데 성공하고, 사쿠라의 겉모습은 그대로지만 실제로는 이노가 조종하는 상태가 된다. 이노는 심판에게 항복을 선언해 경기를 끝내려 하지만, 관중석에서 나루토가 사쿠라를 향해 크게 응원을 외치는 순간, 사쿠라의 내면 의식이 반응해 마음속에서 이노를 밀어내려 한다. 결국 사쿠라 안에서 ‘속마음의 사쿠라’가 튀어나오듯 이노의 정신을 밀어내고, 심전신술이 강제로 풀리면서 이노는 자신의 몸으로 돌아오고, 사쿠라 역시 몸의 통제권을 되찾는다. 두 사람 모두 이미 체력과 차크라가 거의 남지 않은 상태에서 마지막 승부를 보기로 하고, 정면으로 뛰어들어 서로에게 주먹을 날린다. 두 사람의 주먹이 동시에 상대에게 적중하고, 그 충격으로 둘 다 바닥에 쓰러져 더 이상 일어나지 못한다. 심판은 두 사람 모두 전투 불능이라고 판단해 무승부를 선언하고, 이 경기에서는 누구도 다음 라운드로 올라가지 못한다고 알린다. 경기 후 사쿠라와 이노는 들것에 실려 나가고, 전광판에는 다음 대진으로 텐텐과 테마리의 이름이 뜨면서 에피소드가 마무리된다.",
,,2,8,달리고 달려라! 본선 시작이라니깐,"다섯 번째 경기로 텐텐과 테마리의 싸움이 시작된다. 무기 사용에 특화된 텐텐은 두루마리를 펼쳐 각종 무기를 소환해 고속으로 던지며 공격하고, 위에서 아래로 퍼붓는 형태의 비술로 테마리를 몰아붙이려 한다. 그러나 테마리는 세 개의 달무늬가 그려진 큰 부채를 펼쳐, 바람을 일으켜 텐텐의 무기들을 전부 튕겨내고 궤도를 바꿔 버린다. 텐텐은 더 강한 공격을 위해 여러 두루마리를 연속으로 펼쳐 수많은 무기를 갈기듯 쏟아붓지만, 테마리는 다시 한 번 부채를 크게 휘둘러 모든 무기를 반격하고, 마지막에는 바람으로 텐텐을 공중으로 띄운 뒤 아래로 내리쳐 경기장 바닥에 강하게 떨어뜨린다. 텐텐이 더 이상 일어나지 못하자 심판은 테마리의 승리를 선언한다. 테마리는 기절한 텐텐을 부채 위에 올린 뒤 일부러 경기장 가장자리로 떨어뜨리듯 툭 떨구고, 이를 본 리가 관중석에서 뛰어내려 텐텐을 받아 안는다. 잠시 긴장된 분위기가 흐르지만, 네지가 리를 말려 더 큰 충돌 없이 상황이 정리된다. 이어 여섯 번째 경기로 시카마루와 음음 마을의 킨이 지목된다. 킨은 방울이 달린 센본을 던져 경기장에 꽂고, 방울 소리와 자신의 실을 이용해 시카마루에게 환술을 걸어 균형을 잃게 만든다. 시카마루는 환술에 걸린 것처럼 보이며 움직임이 둔해지지만, 동시에 경기장 조명과 벽, 킨의 위치, 방울이 매달린 실을 계산해 자신의 그림자를 서서히 늘려 나간다. 킨이 승부를 결정짓기 위해 시카마루에게 접근하는 순간, 시카마루의 그림자가 킨의 그림자를 붙잡아 그림자 모방술이 성공한다. 몸이 시카마루와 똑같이 움직일 수밖에 없게 된 킨은, 시카마루가 일부러 벽을 향해 머리를 부딪치는 동작을 취하자 그대로 따라 하게 되고, 벽에 머리를 세게 부딪혀 기절한다. 심판은 시카마루의 승리를 선언하고, 다음 일곱 번째 경기로 나루토와 키바의 대결이 선정되면서 에피소드가 끝난다.",
,,2,9,백안VS그림자분신! 나는 반드시 이긴다!,"일곱 번째 경기로 나루토와 이누즈카 키바의 싸움이 시작된다. 키바는 팀 동료인 개 아카마루와 함께 경기장에 내려오고, 심판의 시작 신호와 동시에 수인전신(사족보행의 술) 자세를 취해 네 발 달리기처럼 낮은 자세로 나루토에게 돌진한다. 첫 번째 돌격에서 키바의 돌진 공격이 정면으로 적중해 나루토는 배를 맞고 바닥을 구르며 크게 데미지를 입는다. 키바는 이 한 방으로 이미 승부가 났다고 생각해 심판에게 승리를 선언해 달라고 하지만, 나루토는 비틀거리면서도 다시 일어나 아직 포기하지 않겠다고 말한다. 이후 키바는 연막탄을 던져 경기장에 연기를 가득 채우고, 아카마루와 함께 연기 속에서 고속으로 움직이며 사방에서 나루토를 공격한다. 아카마루는 미리 키바의 침에 섞인 냄새를 나루토에게 묻혀 두었기 때문에, 연기 속에서도 나루토의 위치를 정확히 추적할 수 있고, 키바와 아카마루는 합을 맞춰 동시에 돌진해 나루토에게 연속 타격을 날린다. 나루토는 어디에서 공격이 날아올지 보이지도 않는 상황에서 계속 얻어맞으며, 관중석에 있는 동기들도 나루토가 일방적으로 밀리고 있다고 느낀다. 키바는 더 강한 공격을 위해 군사용 알약을 먹여 자신과 아카마루의 차크라를 강화하고, 인인합체: 수인변화로 아카마루를 자기와 똑같이 생긴 모습으로 변신시킨다. 두 마리의 ‘키바’가 된 두 존재는, 회전하며 돌진하는 회전랑아 등의 기술을 번갈아 사용해 나루토를 벽과 바닥에 계속 박아 넣는다. 나루토는 제대로 반격할 틈을 잡지 못하고 여러 번 충격을 받으며 큰 상처를 입고, 싸움은 키바와 아카마루가 우세한 흐름으로 이어진 상태에서 에피소드가 마무리된다.",
,,2,10,사각 제로! 또 하나의 절대방어,"나루토와 키바의 대결이 클라이맥스를 향해 이어진다. 강화된 키바와 아카마루는 계속해서 회전 공격과 고속 돌진을 반복하며 나루토를 몰아붙이고, 나루토는 여러 차례 벽에 내동댕이쳐져 거의 일어나기 힘든 상태가 된다. 키바는 다시 연막탄을 사용해 시야를 가리고, 연기 속에서 나루토를 마무리하려 한다. 하지만 나루토는 이 연막을 역이용해 변신술을 사용하고, 연기가 걷힌 뒤에는 경기장에 똑같이 생긴 ‘키바’ 세 명이 서 있는 상황이 된다. 진짜 키바는 아카마루와 나루토를 구분하지 못해 혼란에 빠지고, 그 틈을 노려 나루토는 키바를 속여 키바가 실수로 아카마루를 공격하게 만든다. 강한 일격을 맞은 아카마루는 의식을 잃고 쓰러져 더 이상 싸울 수 없게 되고, 키바는 혼자 남게 된다. 키바는 분노하며 다시 단독으로 공격을 퍼붓지만, 이전에 약을 먹고 강화한 상태라 전투가 길어질수록 체력 소모가 커지고 숨이 거칠어진다. 나루토는 반격의 기회를 노리며 차크라를 모으려다, 긴장을 풀지 않은 상태에서 힘을 줬다가 실수로 키바 얼굴 쪽으로 방귀를 뀌어 버린다. 후각이 극도로 발달해 있는 키바는 이 냄새에 큰 충격을 받고 잠시 움직이지 못한다. 이 결정적인 빈틈을 포착한 나루토는 그림자 분신술로 여러 명의 분신을 만들어, 분신들이 키바의 몸을 들어 올려 공중으로 띄운 뒤, 지상과 공중에서 연속으로 타격을 가하는 연계 공격을 사용한다. 이 기술은 예전에 사스케가 사용했던 사자연탄을 나루토 식으로 응용한 방식으로, 나루토는 이 연속 공격을 마지막에 ‘우즈마키 나루토 연탄’으로 마무리하며 키바를 경기장 바닥에 강하게 내리꽂는다. 키바는 전투 불능 상태로 쓰러지고, 심판은 나루토의 승리를 선언한다. 관중석에서는 동기들이 나루토의 예상외 승리에 놀라워하고, 히나타는 얼굴을 붉히며 조용히 나루토를 응원하는 듯한 모습을 보인다. 전광판에는 다음 경기로 휴우가 네지와 휴우가 히나타의 이름이 뜨고, 같은 가문끼리의 대결이 성사되었다는 사실이 알려지면서 에피소드가 끝난다.",
,,2,11,낙제생의 저력!,"중급닌자 시험 본선에서 나루토와 휴우가 네지의 대결이 이어진다. 앞선 공방에서 네지는 유연권과 팔문점섬 등의 기술로 나루토의 차크라 혈을 여러 곳 막아, 나루토가 제대로 차크라를 쓰지 못하게 만든 상태다. 나루토는 몸이 무거워지고 기술이 봉인된 채로도 어떻게든 일어나 다시 네지에게 달려든다. 네지는 백안으로 나루토의 상태를 확인하며, 더 이상 싸움이 되지 않는다며 운명과 재능에 대한 자신의 생각을 늘어놓는다. 나루토는 그런 말을 부정하며 포기하지 않고 다시 앞으로 나가고, 그 과정에서 몸 안의 구미 차크라가 흘러나와 금빛 기운이 몸을 감싼다. 네지는 이를 보고 놀라지만, 다시 방어 태세를 갖추고 나루토의 돌격을 맞이한다. 두 사람의 충돌 끝에, 겉으로 보기에는 나루토가 쓰러지고 네지가 서 있는 모습이 먼저 비친다. 그러나 조금 전, 나루토가 그림자분신을 이용해 시선을 끌면서 지면 아래로 굴을 파 두었다는 사실이 드러나고, 잠시 뒤 나루토가 땅속에서 튀어나와 아래에서 위로 주먹을 꽂아 넣어 네지를 날려 보낸다. 네지는 그대로 쓰러지고, 심판은 나루토의 승리를 선언한다. 나루토는 자신이 “열등생”이라 불리면서도 결코 포기하지 않았다는 말을 남기고, 관중석에서 지켜보는 동기들과 상급 닌자들은 나루토가 네지를 이긴 결과를 확인한다.",
,,2,12,실격이냐!? 기권이냐! 파란만장한 본선이 펼쳐진다!,"경기장 밖의 별실에서 네지는 의식을 되찾고, 그를 찾아온 휴우가 일족 당주이자 히나타의 아버지인 히아시와 마주 앉는다. 히아시는 과거 휴우가 가문의 비밀, 쌍둥이 형제였던 자신과 동생 히자시의 관계, 그리고 히자시가 왜 대신 죽게 되었는지에 대해 이야기한다. 예전에 히아시가 히나타를 노리던 타 마을 닌자를 죽인 일이 조약 문제로 번지자, 번개 나라 쪽에서 히아시의 시신을 요구했고, 겉으로는 그 요구를 받아들인 것처럼 꾸미기 위해, 실제로는 분가였던 히자시가 대신 나서기로 한 과정이 설명된다. 히자시는 스스로 기꺼이 나아가겠다는 편지를 남기고, 본가와 동생을 지키기 위해 자신의 목숨을 내놓았다는 사실이 드러난다. 네지는 지금까지 자신이 분가라는 이유로 강제로 희생당했다고 믿고 있었지만, 아버지의 진짜 속마음이 담긴 마지막 편지를 보고 생각이 흔들린다. 히아시는 네지에게 진심으로 사과하고, 네지는 조용히 이야기를 들으며 마음속으로 아버지의 선택을 곱씹는다. 한편 경기장에서는 다음 본선 경기가 이어질 준비가 진행된다. 사스케와 가아라의 경기는 사스케가 아직 도착하지 않아 잠시 연기되고, 그 사이에 시노 아부라메와 칸쿠로의 대결이 예정되지만, 칸쿠로가 더 이상 자신의 인형술을 노출시키고 싶지 않다며 기권을 선언한다. 그 결과, 바로 다음 대진이었던 시카마루와 테마리의 경기가 앞당겨 진행되기로 결정된다.",
,,2,13,구름은 좋겠다… 의욕 제로의 남자,"본선 경기장에서는 시카마루와 테마리의 대결이 시작된다. 시카마루는 언제나처럼 귀찮다는 투로 내려오지만, “여자에게 지기 싫다”는 말을 남기고 싸움에 임한다. 테마리는 넓은 부채를 이용해 원거리에서 바람 공격을 준비하고, 시카마루는 상대의 사정거리와 그림자 길이를 재면서 거리를 조절한다. 시카마루의 주술인 그림자 모방술은 직선으로만 뻗고 길이가 제한적이기 때문에, 그는 경기장 바닥의 그늘, 벽 그림자, 파편 등을 이용해 그림자를 우회시키는 방법을 계산한다. 테마리는 이러한 점을 알고 일부러 햇빛이 유리한 자리로 이동하며, 부채를 펼쳐 바람을 일으켜 시카마루의 움직임을 견제한다. 시카마루는 연막탄과 수리검, 바닥에 남아 있는 구멍과 그늘을 동시에 이용해 함정을 짠 뒤, 테마리가 자신이 유리하다고 생각하고 들어오는 타이밍을 노린다. 한참 동안 숨바꼭질 같은 자리 싸움이 이어지다가, 해가 기울면서 경기장 안의 그림자 모양이 변하고, 시카마루가 노리던 각도가 만들어지자, 그의 그림자가 길게 뻗어 테마리의 그림자를 붙잡는 데 성공한다. 테마리는 몸을 움직일 수 없게 되고, 시카마루가 그림자 모방술의 승리 조건을 만족시킨 상황이지만, 시카마루는 곧 스스로 기권을 선언한다. 그는 이미 차크라가 거의 남지 않았고, 이 상태에서 다음 상대까지 상대할 수 없다고 판단했다는 이유를 들며, 심판은 시카마루의 자진 기권을 받아들여 테마리의 승리로 선언한다.",
,,2,14,격돌! 나뭇잎이 춤 추고 모래가 꿈틀거리는 순간,"시카마루와 테마리의 경기가 끝난 뒤, 관중들의 시선은 다시 사스케와 가아라의 맞대결로 향한다. 3대 호카게는 사스케가 아직 경기장에 도착하지 않아 관객들이 지루해하는 상황을 고려해, 사스케에게 도착까지의 제한 시간을 10분으로 정한다. 시간이 거의 끝나갈 무렵, 경기장 상공에서 카카시와 함께 이동해 온 사스케가 마지막 순간에 등장하고, 관중석에서는 기다리던 동기들이 안도의 반응을 보인다. 한편, 가아라는 이미 경기장 중앙에 내려와 있고, 그를 호위하던 사막 마을 닌자 둘이 규칙에 어긋나는 행동을 하자, 가아라는 주저 없이 모래를 이용해 두 사람을 죽여 버린다. 이 모습은 그가 상대를 가리지 않고 잔인하게 처리한다는 점을 다시 한 번 보여 준다. 심판의 신호와 함께 사스케와 가아라의 경기가 시작되고, 가아라는 평소처럼 모래 방어를 앞세워 상대의 움직임을 살핀다. 사스케는 이미 카카시와의 수련을 통해 체술과 스피드를 크게 끌어올린 상태이며, 초반에는 거리를 재며 움직이다가, 곧 고속 돌격으로 가아라의 모래 방패를 뚫기 시작한다. 관중석에서는 가이가 예전에 락 리가 했던 것처럼, 사스케의 움직임이 전보다 훨씬 빨라지고 체술이 강화됐다는 점을 언급하고, 카카시는 자신이 가르친 결과가 드러나고 있음을 지켜본다. 에피소드는 사스케와 가아라가 본격적인 공방에 들어가는 장면, 그리고 코노하 곳곳에서 수상한 움직임을 보이는 사운드·사막 닌자들의 모습이 교차되며 마무리된다.",
